2,4.84413592611631860099287177609
3,2.27630854790530066917910796005
4,0.604833059713226406692900902871
5,-0.613368173420136316459722352796
6,-1.29787213298478015796395038463
7,-1.41977407789798582615931765424
8,-1.07123639352353825308729184825
9,-0.435191304629074039751643800301
10,0.273982012287604961240751222688
11,0.866719028563325443701825738419
12,1.21564600572369127453562161077
13,1.26980997266259704932674477569
14,1.04903223316078368156735101000
15,0.625270134443294028603627170301
16,0.0984400198738885395571197134781
17,-0.427138996073993666207661671372
18,-0.861604488998500337620962388357
19,-1.14175370640005230041707764584
20,-1.23635452600062016341589193914
21,-1.14550059543363333908653314018
22,-0.895577217898675166022858778177
23,-0.531594009776944788299300559570
24,-0.108520081299759003710580460605
25,0.317046351613005192985277232827
26,0.693925886766954416576700776168
27,0.981563956995362898411491787241
28,1.15318053560088238121731100273
29,1.19692456972196518281531662454
30,1.11529095660193142761893837986
31,0.923178332513108912018155792060
32,0.645019516103989713611177579933
33,0.311416186968835663464199653597
34,-0.0443305310203051397430771138621
35,-0.389467825889310785165033006088
36,-0.694571363971537083258824470197
37,-0.935695682897698218837612262960
38,-1.09581258635636711652543994021
39,-1.16552602298790115875637684491
40,-1.14310996430968684481032062770
41,-1.03395948574163231317970947137
42,-0.849574357080987843485883015238
43,-0.606209809420463723584387468284
44,-0.323332378376178407324132131389
45,-0.0220119226637934288542022199467
46,0.276633590583426687144776441872
47,0.552843799179046446746157151965
48,0.789398397039071298436927505652
49,0.972526658074300805505476174865
50,1.09251790109539478230709969180
51,1.14402839814001687853630546547
52,1.12609898409776939461964007588
53,1.04191286669811000197186551916
54,0.898334540970330498456430184015
55,0.705278231571836714548780285891
56,0.474958094469339577672281220822
57,0.221072854405556557558271685828
58,-0.0420248920456852915854950507685
59,-0.300129268005341015907973187987
60,-0.539912712860977572484792116978
61,-0.749557422969728923395807504874
62,-0.919263830678265636137801889956
63,-1.04162179806758341963887811402
64,-1.11183838005688886733196317024
65,-1.12782353254273157151810073269
66,-1.09014173414536078373530092797
67,-1.00184296586869158197684836401
68,-0.868190740476120346227863419862
69,-0.696307852627219670040250630792
70,-0.494762253936242819889148281674
71,-0.273116018156661177403798965080
72,-0.0414598658157074784612276341055
73,0.190045689818889654363827436392
74,0.411603667447080930853865136692
75,0.614172230270540553148856148695
76,0.789801523246748931813194154975
77,0.931906015564104224886827575318
78,1.03546603754260109894657374355
79,1.09715553285599079853227601893
80,1.11539617955867138092098090279
81,1.09034086691458578909380071175
82,1.02379197258337490007168434710
83,0.919061912483550839595855082187
84,0.780785001937273113194782879535
85,0.614690760383159594638267908646
86,0.427349420339321502241789276929
87,0.225900587661610284959821217169
88,0.0177757809198544463933453006172
89,-0.189575000298643610741596140029
90,-0.388943410856990933192881892564
91,-0.573601459948086459232186761819
92,-0.737511948132763292773604973674
93,-0.875505249394884925296073496059
94,-0.983418545155408428276202664203
95,-1.05819512505237024790866053715
